u,v,key,osmid,oneway,name,highway,reversed,length,lanes,geometry,service,access
730755042,1894099715,0,1042867550,False,あみだ池筋,tertiary,False,36.17378728288257,5,"LINESTRING (135.4846809 34.7013545, 135.4846485 34.7010456, 135.4846503 34.7010304)",,
730763404,730763562,0,709891326,True,,unclassified,False,59.50050505117266,1,"LINESTRING (135.4880038 34.7011163, 135.487986 34.7016512)",,
730763562,372158761,0,133148610,True,,unclassified,False,59.20647270004243,1,"LINESTRING (135.487986 34.7016512, 135.4873384 34.7016582)",,
730763562,730763878,0,878031008,False,,tertiary,False,44.88587679766898,2,"LINESTRING (135.487986 34.7016512, 135.487977 34.7020548)",,
730763709,1868090595,0,176265239,True,,unclassified,False,53.610429591877214,1,"LINESTRING (135.4879671 34.7023251, 135.4873811 34.7023439)",,
730763709,730763878,0,878031008,False,,tertiary,True,30.06965355434706,2,"LINESTRING (135.4879671 34.7023251, 135.487977 34.7020548)",,
730763720,730763709,0,176265239,True,,unclassified,False,49.00235449474446,1,"LINESTRING (135.4884938 34.702407, 135.4879671 34.7023251)",,
730763720,730764531,0,878031046,False,,tertiary,False,102.43330906170479,2,"LINESTRING (135.4884938 34.702407, 135.4883455 34.7033201)",,
730763878,730763709,0,878031008,False,,tertiary,False,30.06965355434706,2,"LINESTRING (135.487977 34.7020548, 135.4879671 34.7023251)",,
730763878,730763562,0,878031008,False,,tertiary,True,44.88587679766898,2,"LINESTRING (135.487977 34.7020548, 135.487986 34.7016512)",,
730764336,10232261001,0,178958703,False,,tertiary,False,86.46313067984245,2,"LINESTRING (135.4900317 34.7034639, 135.4890919 34.7033762)",,
730764336,10232260999,0,1118814121,False,,residential,False,89.79108234472223,2,"LINESTRING (135.4900317 34.7034639, 135.4901697 34.7026644)",,
730764336,1893125231,0,178958698,False,,residential,True,51.74798885147182,2,"LINESTRING (135.4900317 34.7034639, 135.489971 34.7038698, 135.4899626 34.7039258)",,
730764336,730764572,0,178958703,False,,tertiary,True,61.84469571658075,2,"LINESTRING (135.4900317 34.7034639, 135.4906343 34.703516, 135.490703 34.7035026)",,
730764531,10232261001,0,178958703,False,,tertiary,True,68.51647488783807,2,"LINESTRING (135.4883455 34.7033201, 135.4890919 34.7033762)",,
730764531,730763720,0,878031046,False,,tertiary,True,102.43330906170479,2,"LINESTRING (135.4883455 34.7033201, 135.4884938 34.702407)",,
730764531,10232260996,0,878031343,False,,tertiary,False,48.924959398998375,2,"LINESTRING (135.4883455 34.7033201, 135.4883134 34.7037593)",,
730764531,1741200515,0,878031047,True,,unclassified,False,83.48633723706675,1,"LINESTRING (135.4883455 34.7033201, 135.4875205 34.7032478, 135.4874371 34.7032525)",,
730764572,730764336,0,178958703,False,,tertiary,False,61.84469571658075,2,"LINESTRING (135.490703 34.7035026, 135.4906343 34.703516, 135.4900317 34.7034639)",,
730764572,1868090615,0,690970193,False,,tertiary,True,61.406544740616084,2,"LINESTRING (135.490703 34.7035026, 135.4908787 34.7039376, 135.4909147 34.7040267)",,
730795892,10676525723,0,1028960048,False,,tertiary,True,5.316622868517204,2,"LINESTRING (135.4890704 34.7038296, 135.4891281 34.7038356)",,
730795892,10232260996,0,1028960048,False,,tertiary,False,69.6406495008894,2,"LINESTRING (135.4890704 34.7038296, 135.4889727 34.7038205, 135.4883134 34.7037593)",,
730795892,10232261001,0,1118814117,False,,tertiary,True,50.454151892104264,2,"LINESTRING (135.4890704 34.7038296, 135.4890732 34.7037724, 135.4890919 34.7033762)",,
730795955,1868090641,0,58974412,False,,tertiary,False,89.65002894915047,,"LINESTRING (135.4890877 34.7045351, 135.4891041 34.7047051, 135.4891655 34.7053388)",,
730795955,10676525723,0,58974412,False,,tertiary,True,78.00433915393954,,"LINESTRING (135.4890877 34.7045351, 135.4890765 34.7043761, 135.4890782 34.7043598, 135.4891248 34.7039116, 135.4891281 34.7038356)",,
730795955,1893125255,0,878031342,True,,residential,False,72.55636831987461,,"LINESTRING (135.4890877 34.7045351, 135.4890383 34.7045407, 135.4883014 34.7046241)",,
730795994,1958418392,0,58974412,False,,tertiary,False,59.881900854758406,,"LINESTRING (135.4892228 34.7063803, 135.4892569 34.7069181)",,
730795994,1688075131,0,178958702,False,,residential,False,68.71052527253858,,"LINESTRING (135.4892228 34.7063803, 135.4884725 34.7064175)",,
730795994,1868090641,0,58974412,False,,tertiary,True,115.92884574163799,,"LINESTRING (135.4892228 34.7063803, 135.4891889 34.7057234, 135.4891655 34.7053388)",,
730796107,730796569,0,178958691,False,,residential,True,45.68228790437196,,"LINESTRING (135.4884179 34.706426, 135.4883659 34.7060174)",,
730796107,1688075131,0,178958702,False,,residential,True,5.0797601281601175,,"LINESTRING (135.4884179 34.706426, 135.4884725 34.7064175)",,
730796408,730796569,0,178958691,False,,residential,False,69.77813706516368,,"LINESTRING (135.4882935 34.7053927, 135.4883659 34.7060174)",,
730796408,730796546,0,878031347,False,,residential,True,34.08232415397795,,"LINESTRING (135.4882935 34.7053927, 135.4882964 34.7050862)",,
730796408,1868090641,0,185278141,False,,residential,True,79.93666444098116,,"LINESTRING (135.4882935 34.7053927, 135.4891009 34.7053427, 135.4891655 34.7053388)",,
730796408,1741202545,0,878031346,True,,residential,False,65.17971823103389,,"LINESTRING (135.4882935 34.7053927, 135.4876442 34.7054299, 135.4875822 34.7054335)",,
730796546,730796408,0,878031347,False,,residential,False,34.08232415397795,,"LINESTRING (135.4882964 34.7050862, 135.4882935 34.7053927)",,
730796546,1893125255,0,878031347,False,,residential,True,51.38528099467732,,"LINESTRING (135.4882964 34.7050862, 135.4883014 34.7046241)",,
730796569,730796107,0,178958691,False,,residential,False,45.68228790437196,,"LINESTRING (135.4883659 34.7060174, 135.4884179 34.706426)",,
730796569,730796408,0,178958691,False,,residential,True,69.77813706516368,,"LINESTRING (135.4883659 34.7060174, 135.4882935 34.7053927)",,
730796569,1741202542,0,58974419,True,,residential,False,68.52046711291023,,"LINESTRING (135.4883659 34.7060174, 135.4876808 34.706054, 135.4876179 34.7060574)",,
730796988,730798687,0,485170518,False,あみだ池筋,tertiary,False,44.45819807862435,5,"LINESTRING (135.4858012 34.7049127, 135.4855976 34.7045496)",,
730796988,730797007,0,176265240,False,,tertiary,True,22.536043746203703,,"LINESTRING (135.4858012 34.7049127, 135.4858747 34.7048858, 135.4858921 34.7048794, 135.4859452 34.7047667)",,
730796988,730797265,0,485170518,False,あみだ池筋,tertiary,True,28.491243605254144,5,"LINESTRING (135.4858012 34.7049127, 135.4858864 34.7050674, 135.4859298 34.7051461)",,
730797007,730797031,0,176265240,False,,tertiary,True,91.76700689223448,,"LINESTRING (135.4859452 34.7047667, 135.4862155 34.7039719)",,
730797007,730796988,0,176265240,False,,tertiary,False,22.536043746203703,,"LINESTRING (135.4859452 34.7047667, 135.4858921 34.7048794, 135.4858747 34.7048858, 135.4858012 34.7049127)",,
730797007,1868090627,0,880934667,False,,tertiary,False,132.00664245934817,,"LINESTRING (135.4859452 34.7047667, 135.4873119 34.7047111, 135.4873875 34.704708)",,
730797031,730797007,0,176265240,False,,tertiary,False,91.76700689223448,,"LINESTRING (135.4862155 34.7039719, 135.4859452 34.7047667)",,
730797031,1868090604,0,176265240,False,,tertiary,True,54.97330299193883,,"LINESTRING (135.4862155 34.7039719, 135.4864832 34.7035292)",,
730797103,1868090604,0,176265240,False,,tertiary,False,51.693052837566626,,"LINESTRING (135.4867402 34.7031151, 135.4864832 34.7035292)",,
730797103,730754950,0,1010146780,False,,tertiary,True,101.8828067040003,,"LINESTRING (135.4867402 34.7031151, 135.485747 34.7026994)",,
730797103,1868090600,0,1010146780,False,,tertiary,False,55.598230331695554,,"LINESTRING (135.4867402 34.7031151, 135.4871529 34.7032711, 135.4872196 34.7032879, 135.4873038 34.7032885)",,
730797265,1868090638,0,485170518,False,あみだ池筋,tertiary,True,10.019941077818906,5,"LINESTRING (135.4859298 34.7051461, 135.4859701 34.7052299)",,
730797265,1741202554,0,226318189,False,,tertiary,False,133.14411256001398,,"LINESTRING (135.4859298 34.7051461, 135.4860463 34.7051412, 135.4873332 34.7050869, 135.4873844 34.7050847)",,
730797265,730796988,0,485170518,False,あみだ池筋,tertiary,False,28.491243605254144,5,"LINESTRING (135.4859298 34.7051461, 135.4858864 34.7050674, 135.4858012 34.7049127)",,
730797497,730798220,0,1020571209,False,あみだ池筋,tertiary,False,53.99476975872546,5,"LINESTRING (135.4863882 34.7059555, 135.4861257 34.7055205)",,
730797497,2376653630,0,1020571209,False,あみだ池筋,tertiary,True,36.79022710914894,5,"LINESTRING (135.4863882 34.7059555, 135.4865526 34.7062575)",,
730797717,1868090599,0,176265242,False,,tertiary,False,67.91586568676458,,"LINESTRING (135.4847868 34.7029627, 135.4849191 34.7030059, 135.4854773 34.7031881)",,
730797717,2382889431,0,176265242,False,,tertiary,True,54.841021234743906,,"LINESTRING (135.4847868 34.7029627, 135.4846938 34.7029426, 135.4842067 34.702837)",,
730797717,571361773,0,1024872222,False,あみだ池筋,tertiary,False,74.76367350767148,5,"LINESTRING (135.4847868 34.7029627, 135.4847808 34.7028586, 135.4847677 34.7026332, 135.4847544 34.702405, 135.4847478 34.7022911)",,
730797717,1868090603,0,1024872222,False,あみだ池筋,tertiary,True,62.20537729330027,5,"LINESTRING (135.4847868 34.7029627, 135.4848112 34.7030975, 135.4849154 34.7033083, 135.4849717 34.7034221, 135.485005 34.7034895)",,
730797783,2382889431,0,176265242,False,,tertiary,False,38.63569631355868,,"LINESTRING (135.483798 34.7027485, 135.4842067 34.702837)",,
730797783,2381252289,0,1020571216,False,,residential,True,38.163297512833616,,"LINESTRING (135.483798 34.7027485, 135.4839467 34.7024278)",,
730797783,1868090598,0,1024872213,False,,residential,False,44.47696586134024,,"LINESTRING (135.483798 34.7027485, 135.4836573 34.7031314)",,
730798220,730797497,0,1020571209,False,あみだ池筋,tertiary,True,53.99476975872546,5,"LINESTRING (135.4861257 34.7055205, 135.4863882 34.7059555)",,
730798220,2316550397,0,222711590,False,,residential,False,76.63127419704684,,"LINESTRING (135.4861257 34.7055205, 135.4860449 34.7055477, 135.4857295 34.705654, 135.4853491 34.705528)",,
730798220,1868090638,0,485170518,False,あみだ池筋,tertiary,False,35.305307977920755,5,"LINESTRING (135.4861257 34.7055205, 135.4859979 34.7052817, 135.4859701 34.7052299)",,
730798220,2316550396,0,1020571208,True,,residential,False,118.1350543308528,,"LINESTRING (135.4861257 34.7055205, 135.4862404 34.7055562, 135.4862987 34.7055744, 135.4873581 34.7055257, 135.4874043 34.7055236)",,
730798687,1868090611,0,485170518,False,あみだ池筋,tertiary,False,108.03788377672237,5,"LINESTRING (135.4855976 34.7045496, 135.4851093 34.7036648)",,
730798687,730796988,0,485170518,False,あみだ池筋,tertiary,True,44.45819807862435,5,"LINESTRING (135.4855976 34.7045496, 135.4858012 34.7049127)",,
730798687,1894524557,0,179111716,False,,residential,False,65.69907224172562,,"LINESTRING (135.4855976 34.7045496, 135.4855033 34.7045755, 135.4854907 34.704579, 135.48492 34.7044115)",,
730803316,2389659814,0,133148329,False,,tertiary,False,24.375717650908115,,"LINESTRING (135.479528 34.7043266, 135.4795312 34.7041074)",,
730803316,2367230116,0,1026577677,False,,tertiary,True,28.342218629730016,2,"LINESTRING (135.479528 34.7043266, 135.4792768 34.7041772)",,
730803316,584863976,0,1026577677,False,,tertiary,False,237.14852619545454,2,"LINESTRING (135.479528 34.7043266, 135.4798205 34.7045107, 135.4799544 34.7045865, 135.4801068 34.7046728, 135.4802676 34.7047533, 135.4807458 34.7049171, 135.4818187 34.7053047)",,
730803334,2389659814,0,133148329,False,,tertiary,True,52.23213948842825,,"LINESTRING (135.4795381 34.7036377, 135.4795312 34.7041074)",,
730803334,2389659790,0,176265220,False,,tertiary,False,19.27857395218998,,"LINESTRING (135.4795381 34.7036377, 135.4797488 34.7036303)",,
730803334,730803338,0,133148329,False,,tertiary,False,58.85233595376195,,"LINESTRING (135.4795381 34.7036377, 135.4795526 34.7032666, 135.4795587 34.7031087)",,
730803338,730803381,0,176265246,False,,residential,False,50.58016221604726,,"LINESTRING (135.4795587 34.7031087, 135.480112 34.7031072)",,
730803338,730803343,0,133148329,False,,tertiary,False,54.11864724907887,,"LINESTRING (135.4795587 34.7031087, 135.4795587 34.7030375, 135.4795587 34.702622)",,
730803338,730803334,0,133148329,False,,tertiary,True,58.85233595376195,,"LINESTRING (135.4795587 34.7031087, 135.4795526 34.7032666, 135.4795381 34.7036377)",,
730803343,1506877372,0,133148329,False,,tertiary,False,79.12900931014718,,"LINESTRING (135.4795587 34.702622, 135.4795556 34.7023102, 135.4795517 34.7019104)",,
730803343,730803338,0,133148329,False,,tertiary,True,54.11864724907887,,"LINESTRING (135.4795587 34.702622, 135.4795587 34.7030375, 135.4795587 34.7031087)",,
730803347,730803350,0,133148329,False,,tertiary,False,49.70784706940017,,"LINESTRING (135.4795578 34.7018636, 135.4796156 34.7014191)",,
730803347,1506877372,0,133148329,False,,tertiary,True,5.233722218798373,,"LINESTRING (135.4795578 34.7018636, 135.4795517 34.7019104)",,
730803347,730803378,0,878038032,False,,tertiary,False,54.47263213075618,,"LINESTRING (135.4795578 34.7018636, 135.480153 34.7018869)",,
730803350,730803347,0,133148329,False,,tertiary,True,49.70784706940017,,"LINESTRING (135.4796156 34.7014191, 135.4795578 34.7018636)",,
730803350,2367229974,0,1164611511,False,,tertiary,True,25.520990631817888,2,"LINESTRING (135.4796156 34.7014191, 135.4798426 34.7012855)",,
730803367,730803458,0,176265241,False,,tertiary,False,19.247412582694707,,"LINESTRING (135.4811979 34.7006165, 135.4811685 34.7007879)",,
730803367,1506877346,0,1164611511,False,,tertiary,True,7.478929394459733,2,"LINESTRING (135.4811979 34.7006165, 135.481271 34.7005863)",,
730803367,2367229974,0,1164611511,False,,tertiary,False,144.7068018289199,2,"LINESTRING (135.4811979 34.7006165, 135.4808246 34.7007734, 135.4804442 34.7009517, 135.4798426 34.7012855)",,
730803373,2381252285,0,176265245,False,,tertiary,False,44.15611281195091,,"LINESTRING (135.481852 34.7019599, 135.4818496 34.702357)",,
730803373,730803418,0,176265245,False,,tertiary,True,71.94659292237128,,"LINESTRING (135.481852 34.7019599, 135.4818055 34.701314)",,
730803373,584215362,0,878038032,False,,tertiary,False,48.18028502789953,,"LINESTRING (135.481852 34.7019599, 135.4823784 34.7019813)",,
730803373,730803376,0,878038032,False,,tertiary,True,77.45049334762456,,"LINESTRING (135.481852 34.7019599, 135.4810061 34.7019209)",,
730803376,2381252284,0,176265241,False,,tertiary,False,46.91635592326376,,"LINESTRING (135.4810061 34.7019209, 135.48095 34.7023403)",,
730803376,2389659397,0,176265241,False,,tertiary,True,42.38008375100028,,"LINESTRING (135.4810061 34.7019209, 135.4810635 34.7015427)",,
730803376,730803373,0,878038032,False,,tertiary,False,77.45049334762456,,"LINESTRING (135.4810061 34.7019209, 135.481852 34.7019599)",,
730803376,2381252281,0,878038032,False,,tertiary,True,28.418217805103847,,"LINESTRING (135.4810061 34.7019209, 135.4806956 34.7019085)",,
730803378,2389659318,0,228077179,False,,tertiary,False,49.08401212408949,,"LINESTRING (135.480153 34.7018869, 135.4802305 34.7014501)",,
730803378,730803453,0,228077179,False,,tertiary,True,83.79970039093685,,"LINESTRING (135.480153 34.7018869, 135.4801187 34.70264)",,
730803378,2381252281,0,878038032,False,,tertiary,False,49.660588256898535,,"LINESTRING (135.480153 34.7018869, 135.4806956 34.7019085)",,
730803378,730803347,0,878038032,False,,tertiary,True,54.47263213075618,,"LINESTRING (135.480153 34.7018869, 135.4795578 34.7018636)",,
730803381,730803383,0,176265246,False,,residential,False,67.42733020620742,,"LINESTRING (135.480112 34.7031072, 135.4808495 34.7030974)",,
730803381,730803338,0,176265246,False,,residential,True,50.58016221604726,,"LINESTRING (135.480112 34.7031072, 135.4795587 34.7031087)",,
730803381,730803453,0,228077179,False,,tertiary,False,51.953953495079574,,"LINESTRING (135.480112 34.7031072, 135.4801187 34.70264)",,
730803383,2388527526,0,176265246,False,,residential,False,40.29576679198243,,"LINESTRING (135.4808495 34.7030974, 135.4812903 34.7030968)",,
730803383,730803381,0,176265246,False,,residential,True,67.42733020620742,,"LINESTRING (135.4808495 34.7030974, 135.480112 34.7031072)",,
730803383,730803403,0,1020571213,False,,tertiary,False,64.99194569916114,,"LINESTRING (135.4808495 34.7030974, 135.480784 34.7036794)",,
730803383,730803449,0,1020571213,False,,tertiary,True,47.62478380926762,,"LINESTRING (135.4808495 34.7030974, 135.4809057 34.7026716)",,
730803384,730803408,0,176265245,False,,tertiary,False,103.75904211759978,,"LINESTRING (135.4818429 34.703096, 135.4818514 34.7040291)",,
730803384,730803417,0,176265245,False,,tertiary,True,42.22277727782615,,"LINESTRING (135.4818429 34.703096, 135.4818474 34.7027163)",,
730803384,730803386,0,176265246,False,,residential,False,48.033568955367464,,"LINESTRING (135.4818429 34.703096, 135.4823681 34.7030828)",,
730803384,2388527526,0,176265246,False,,residential,True,50.51598212402761,,"LINESTRING (135.4818429 34.703096, 135.4812903 34.7030968)",,
730803386,1893125227,0,176265246,False,,residential,False,45.39697981434231,,"LINESTRING (135.4823681 34.7030828, 135.4828647 34.7030843)",,
730803386,730803384,0,176265246,False,,residential,True,48.033568955367464,,"LINESTRING (135.4823681 34.7030828, 135.4818429 34.703096)",,
730803386,730803434,0,1020571215,False,,residential,True,39.34587692751823,,"LINESTRING (135.4823681 34.7030828, 135.482375 34.702729)",,
730803403,730803404,0,176265220,False,,tertiary,False,39.641836134908885,,"LINESTRING (135.480784 34.7036794, 135.481186 34.7038131)",,
730803403,2389659793,0,176265220,False,,tertiary,True,14.804172996092989,,"LINESTRING (135.480784 34.7036794, 135.4806251 34.7036537)",,
730803403,730803383,0,1020571213,False,,tertiary,True,64.99194569916114,,"LINESTRING (135.480784 34.7036794, 135.4808495 34.7030974)",,
730803404,730803403,0,176265220,False,,tertiary,True,39.641836134908885,,"LINESTRING (135.481186 34.7038131, 135.480784 34.7036794)",,
730803404,2388527526,0,230338125,False,,tertiary,False,80.21768353961791,,"LINESTRING (135.481186 34.7038131, 135.4812903 34.7030968)",,
730803404,730803408,0,176265220,False,,tertiary,False,65.46081086079927,,"LINESTRING (135.481186 34.7038131, 135.4814696 34.703919, 135.4818514 34.7040291)",,
730803408,1868090616,0,176265220,False,,tertiary,False,61.480857831464874,,"LINESTRING (135.4818514 34.7040291, 135.482511 34.7041371)",,
730803408,2383842776,0,176265245,False,,tertiary,False,39.154735833408395,,"LINESTRING (135.4818514 34.7040291, 135.4818789 34.7043805)",,
730803408,730803384,0,176265245,False,,tertiary,True,103.75904211759978,,"LINESTRING (135.4818514 34.7040291, 135.4818429 34.703096)",,
730803408,730803404,0,176265220,False,,tertiary,True,65.46081086079927,,"LINESTRING (135.4818514 34.7040291, 135.4814696 34.703919, 135.481186 34.7038131)",,
730803417,730803384,0,176265245,False,,tertiary,False,42.22277727782615,,"LINESTRING (135.4818474 34.7027163, 135.4818429 34.703096)",,
730803417,2381252285,0,176265245,False,,tertiary,True,39.952899768273525,,"LINESTRING (135.4818474 34.7027163, 135.4818496 34.702357)",,
730803417,730803449,0,1020571214,True,,tertiary,False,86.2292527879879,,"LINESTRING (135.4818474 34.7027163, 135.4809057 34.7026716)",,
730803418,730803373,0,176265245,False,,tertiary,False,71.94659292237128,,"LINESTRING (135.4818055 34.701314, 135.481852 34.7019599)",,
730803418,730803435,0,228077180,False,,tertiary,False,54.14748971712189,,"LINESTRING (135.4818055 34.701314, 135.4823955 34.701357)",,
730803418,730803456,0,228077180,False,,tertiary,True,64.2213355995047,,"LINESTRING (135.4818055 34.701314, 135.4811053 34.7012672)",,
730803418,730803419,0,176265245,False,,tertiary,True,58.20216816351817,,"LINESTRING (135.4818055 34.701314, 135.4817821 34.7010213, 135.4817638 34.7007917)",,
730803419,730803458,0,1167464180,False,,tertiary,False,54.422479818857504,,"LINESTRING (135.4817638 34.7007917, 135.4811685 34.7007879)",,
730803419,1868090584,0,1167464181,False,,tertiary,False,43.664338992008794,,"LINESTRING (135.4817638 34.7007917, 135.4817318 34.7003999)",,
730803419,730803418,0,176265245,False,,tertiary,False,58.20216816351817,,"LINESTRING (135.4817638 34.7007917, 135.4817821 34.7010213, 135.4818055 34.701314)",,
730803419,730803439,0,228458247,False,,tertiary,True,59.13874340356449,,"LINESTRING (135.4817638 34.7007917, 135.482111 34.7007931, 135.4824107 34.7007944)",,
730803434,2381252286,0,878038033,False,,residential,True,40.11945282944986,,"LINESTRING (135.482375 34.702729, 135.4823766 34.7023682)",,
730803434,730803417,0,1020571214,True,,tertiary,False,48.251417393711876,,"LINESTRING (135.482375 34.702729, 135.4818474 34.7027163)",,
730803434,730803386,0,1020571215,False,,residential,False,39.34587692751823,,"LINESTRING (135.482375 34.702729, 135.4823681 34.7030828)",,
730803434,2367229983,0,1020571217,True,,tertiary,False,67.04410137369547,,"LINESTRING (135.482375 34.702729, 135.4831083 34.702739)",,
730803435,584215362,0,176265243,True,,residential,False,69.43668935328789,,"LINESTRING (135.4823955 34.701357, 135.4823784 34.7019813)",,
730803435,730803418,0,228077180,False,,tertiary,True,54.14748971712189,,"LINESTRING (135.4823955 34.701357, 135.4818055 34.701314)",,
730803439,730803435,0,176265243,True,,residential,False,62.573787032544196,,"LINESTRING (135.4824107 34.7007944, 135.4824055 34.7009872, 135.4823959 34.701341, 135.4823955 34.701357)",,
730803439,730803419,0,228458247,False,,tertiary,False,59.13874340356449,,"LINESTRING (135.4824107 34.7007944, 135.482111 34.7007931, 135.4817638 34.7007917)",,
730803440,730803439,0,176265243,True,,residential,False,41.71418726587053,,"LINESTRING (135.4823707 34.7004207, 135.4824107 34.7007944)",,
730803440,6673660295,0,709891324,True,,unclassified,False,151.30609360628046,,"LINESTRING (135.4823707 34.7004207, 135.4827711 34.7003665, 135.4838902 34.7002106, 135.4839193 34.7001873, 135.4839721 34.7001451)",,
730803449,730803383,0,1020571213,False,,tertiary,False,47.62478380926762,,"LINESTRING (135.4809057 34.7026716, 135.4808495 34.7030974)",,
730803449,2381252284,0,1020571213,False,,tertiary,True,37.06085558995905,,"LINESTRING (135.4809057 34.7026716, 135.48095 34.7023403)",,
730803449,2381252290,0,1020571214,True,,tertiary,False,41.22436692164294,,"LINESTRING (135.4809057 34.7026716, 135.480455 34.7026841)",,
730803453,730803378,0,228077179,False,,tertiary,False,83.79970039093685,,"LINESTRING (135.4801187 34.70264, 135.480153 34.7018869)",,
730803453,730803381,0,228077179,False,,tertiary,True,51.953953495079574,,"LINESTRING (135.4801187 34.70264, 135.480112 34.7031072)",,
730803453,730803343,0,1020571214,True,,tertiary,False,51.23177465551391,,"LINESTRING (135.4801187 34.70264, 135.4795587 34.702622)",,
730803456,2389659397,0,176265241,False,,tertiary,False,30.87164958722562,,"LINESTRING (135.4811053 34.7012672, 135.4810635 34.7015427)",,
730803456,730803458,0,176265241,False,,tertiary,True,53.60804971850944,,"LINESTRING (135.4811053 34.7012672, 135.4811685 34.7007879)",,
730803456,730803418,0,228077180,False,,tertiary,False,64.2213355995047,,"LINESTRING (135.4811053 34.7012672, 135.4818055 34.701314)",,
730803456,730803460,0,228077180,False,,tertiary,True,77.5534793852328,,"LINESTRING (135.4811053 34.7012672, 135.4802577 34.7012965)",,
730803458,730803456,0,176265241,False,,tertiary,False,53.60804971850944,,"LINESTRING (135.4811685 34.7007879, 135.4811053 34.7012672)",,
730803458,730803367,0,176265241,False,,tertiary,True,19.247412582694707,,"LINESTRING (135.4811685 34.7007879, 135.4811979 34.7006165)",,
730803458,730803419,0,1167464180,False,,tertiary,True,54.422479818857504,,"LINESTRING (135.4811685 34.7007879, 135.4817638 34.7007917)",,
730803460,2389659318,0,228077179,False,,tertiary,True,17.25961789153941,,"LINESTRING (135.4802577 34.7012965, 135.4802305 34.7014501)",,
730803460,730803456,0,228077180,False,,tertiary,False,77.5534793852328,,"LINESTRING (135.4802577 34.7012965, 135.4811053 34.7012672)",,
730803460,2367229974,0,1167464179,False,,tertiary,False,37.96688321338196,,"LINESTRING (135.4802577 34.7012965, 135.4798426 34.7012855)",,
770384970,564137229,0,118408564,True,旅篭町筋,unclassified,False,93.31736663029976,,"LINESTRING (135.510309 34.6955638, 135.5103164 34.696403)",,
770384970,2397803183,0,1024499872,True,旅篭町筋,unclassified,False,44.379081041890736,,"LINESTRING (135.510309 34.6955638, 135.510287 34.6951651)",,
770384970,428705335,0,1011012319,True,表門筋,unclassified,False,65.41242545020064,,"LINESTRING (135.510309 34.6955638, 135.5109485 34.6955504, 135.5110242 34.6955475)",,
770392120,1666930354,0,878029420,False,,unclassified,True,24.348228125264605,,"LINESTRING (135.5021048 34.6996081, 135.501839 34.6995942)",,
770392120,1666930371,0,54035917,True,新御堂筋,trunk,False,40.40896223821502,2,"LINESTRING (135.5021048 34.6996081, 135.5021051 34.6995377, 135.5021073 34.6992447)",,
770392120,1666930372,0,878029419,True,寺町通,unclassified,False,36.73052358572314,,"LINESTRING (135.5021048 34.6996081, 135.5021832 34.6996093, 135.5022691 34.6996103, 135.5024361 34.6996121, 135.502506 34.6996049)",,
836416630,2290871771,0,175088041,True,,unclassified,False,38.05747264504421,,"LINESTRING (135.5156445 34.7081796, 135.5155244 34.7081895, 135.5152316 34.7082231)",,
836416630,2290871820,0,1101028901,True,天満橋筋,tertiary,False,29.942461179013947,5,"LINESTRING (135.5156445 34.7081796, 135.5156297 34.7082891, 135.5156238 34.7083615, 135.5156205 34.708448)",,
941389549,372159069,0,690970193,False,,tertiary,False,61.684245098909386,2,"LINESTRING (135.4910286 34.7069459, 135.4910835 34.706393)",,
941389549,1958418424,0,690970193,False,,tertiary,True,13.132789472478928,2,"LINESTRING (135.4910286 34.7069459, 135.4910167 34.7070636)",,
941389549,941389550,0,156577658,False,,tertiary,False,72.9720786043541,,"LINESTRING (135.4910286 34.7069459, 135.4910953 34.7069504, 135.4918179 34.7070432)",,
941389550,941389556,0,1010509056,False,,tertiary,True,54.75159226392953,,"LINESTRING (135.4918179 34.7070432, 135.4917159 34.7075284)",,
941389550,941389551,0,156577658,False,,tertiary,False,42.45733694993069,,"LINESTRING (135.4918179 34.7070432, 135.4919092 34.7070551, 135.492219 34.7070953, 135.492275 34.7070817)",,
941389550,941389549,0,156577658,False,,tertiary,True,72.9720786043541,,"LINESTRING (135.4918179 34.7070432, 135.4910953 34.7069504, 135.4910286 34.7069459)",,
941389551,1894524731,0,1474188524,False,,tertiary,True,54.731833358832695,2,"LINESTRING (135.492275 34.7070817, 135.4925206 34.7075306)",,
941389551,941389550,0,156577658,False,,tertiary,True,42.4573369499307,,"LINESTRING (135.492275 34.7070817, 135.492219 34.7070953, 135.4919092 34.7070551, 135.4918179 34.7070432)",,
941389551,3886422502,0,"[156577664, 1474188524]",False,,tertiary,False,69.16035265465382,2,"LINESTRING (135.492275 34.7070817, 135.492144 34.7067686, 135.4921078 34.7066932, 135.4919804 34.7065114)",,
941389552,3886422502,0,156577664,False,,tertiary,True,9.320651508692603,2,"LINESTRING (135.4919286 34.7064392, 135.4919804 34.7065114)",,
941389552,372159087,0,156577664,False,,tertiary,False,125.4656327067188,2,"LINESTRING (135.4919286 34.7064392, 135.4913324 34.7055987, 135.4913204 34.7055876, 135.4913073 34.7055753, 135.491291 34.7055628, 135.4912748 34.7055533, 135.4912477 34.7055443, 135.4911687 34.7055361)",,
941389552,372159069,0,162186566,False,,tertiary,False,78.20092780009072,,"LINESTRING (135.4919286 34.7064392, 135.4918809 34.7064599, 135.4911492 34.7063979, 135.4910835 34.706393)",,
941389555,941389556,0,1010509056,False,,tertiary,False,8.404749837379239,,"LINESTRING (135.4917011 34.707603, 135.4917159 34.7075284)",,
