merged_station_id,station_key,name,name_local,station_uid,osm_id,ref,wikidata,operator,network,railway,public_transport,lat,lon
merge::wikidata::Q1143934,wikidata::Q1143934,Tenjinbashisuji 6-chome,天神橋筋六丁目,node::4451435044,node/4451435044,,Q1143934,,,stop,stop_position,34.7098048,135.5106908
merge::wikidata::Q1143934,wikidata::Q1143934,Tenjinbashisuji 6-chome,天神橋筋六丁目,node::536381799,node/536381799,T18,Q1143934,Osaka Metro,,stop,stop_position,34.710632,135.5118369
merge::wikidata::Q1143934,wikidata::Q1143934,Tenjinbashisuji 6-chome,天神橋筋六丁目,node::8256784378,node/8256784378,T18,Q1143934,Osaka Metro,,stop,stop_position,34.7106906,135.5118787
merge::wikidata::Q1143934,wikidata::Q1143934,Tenjinbashisuji 6-chome,天神橋筋六丁目,node::8260835845,node/8260835845,,Q1143934,,,stop,stop_position,34.7098099,135.5108581
merge::wikidata::Q123033953,wikidata::Q123033953,Kyobashi,京橋,node::538721743,node/538721743,N22,Q123033953,Osaka Metro,,stop,stop_position,34.6975502,135.5305398
merge::wikidata::Q123033953,wikidata::Q123033953,Kyobashi,京橋,node::7948033352,node/7948033352,N22,Q123033953,Osaka Metro,,stop,stop_position,34.6975755,135.5305022
merge::wikidata::Q125822,wikidata::Q125822,Tamade,玉出,node::537509992,node/537509992,Y19,Q125822,Osaka Metro,,stop,stop_position,34.6237757,135.4904379
merge::wikidata::Q125822,wikidata::Q125822,Tamade,玉出,node::8005451576,node/8005451576,Y19,Q125822,Osaka Metro,,stop,stop_position,34.6237848,135.4903816
merge::wikidata::Q126023,wikidata::Q126023,Nishi-Umeda,西梅田,node::537510157,node/537510157,Y11,Q126023,Osaka Metro,,stop,stop_position,34.699483,135.4956763
merge::wikidata::Q126023,wikidata::Q126023,Nishi-Umeda,西梅田,node::7893338376,node/7893338376,Y11,Q126023,Osaka Metro,,stop,stop_position,34.6994836,135.4956212
merge::wikidata::Q126027,wikidata::Q126027,Takaida,高井田,node::537521160,node/537521160,C22,Q126027,Osaka Metro,,stop,stop_position,34.6783601,135.5719276
merge::wikidata::Q126027,wikidata::Q126027,Takaida,高井田,node::7944112692,node/7944112692,C22,Q126027,Osaka Metro,,stop,stop_position,34.6784001,135.5719206
merge::wikidata::Q126032,wikidata::Q126032,Fukaebashi,深江橋,node::537521143,node/537521143,C21,Q126032,Osaka Metro,,stop,stop_position,34.6790916,135.5574489
merge::wikidata::Q126032,wikidata::Q126032,Fukaebashi,深江橋,node::7944112703,node/7944112703,C21,Q126032,Osaka Metro,,stop,stop_position,34.6791315,135.5574567
merge::wikidata::Q126046,wikidata::Q126046,Suminoekoen,住之江公園,node::346493842,node/346493842,P18,Q126046,Osaka Metro,,stop,stop_position,34.6092699,135.4719336
merge::wikidata::Q126046,wikidata::Q126046,Suminoekoen,住之江公園,node::537509926,node/537509926,Y21,Q126046,Osaka Metro,,stop,stop_position,34.6087382,135.473121
merge::wikidata::Q126046,wikidata::Q126046,Suminoekoen,住之江公園,node::8005451543,node/8005451543,Y21,Q126046,Osaka Metro,,stop,stop_position,34.60874,135.4730773
merge::wikidata::Q126064,wikidata::Q126064,Nagata,長田,node::537521167,node/537521167,C23,Q126064,Osaka Metro,,stop,stop_position,34.6787381,135.5910595
merge::wikidata::Q126064,wikidata::Q126064,Nagata,長田,node::7944112751,node/7944112751,C23,Q126064,Osaka Metro,,stop,stop_position,34.6787791,135.5910607
merge::wikidata::Q126080,wikidata::Q126080,Matsuyamachi,松屋町,node::538721499,node/538721499,N17,Q126080,Osaka Metro,,stop,stop_position,34.6753937,135.5122307
merge::wikidata::Q126080,wikidata::Q126080,Matsuyamachi,松屋町,node::7948033289,node/7948033289,N17,Q126080,Osaka Metro,,stop,stop_position,34.6754413,135.5122159
merge::wikidata::Q126082,wikidata::Q126082,Kishinosato,岸里,node::537510029,node/537510029,Y18,Q126082,Osaka Metro,,stop,stop_position,34.634409,135.493888
merge::wikidata::Q126082,wikidata::Q126082,Kishinosato,岸里,node::8005455785,node/8005455785,Y18,Q126082,Osaka Metro,,stop,stop_position,34.6344204,135.4938351
merge::wikidata::Q126102,wikidata::Q126102,Hanazonocho,花園町,node::537509994,node/537509994,Y17,Q126102,Osaka Metro,,stop,stop_position,34.6442802,135.4966066
merge::wikidata::Q126102,wikidata::Q126102,Hanazonocho,花園町,node::8005455792,node/8005455792,Y17,Q126102,Osaka Metro,,stop,stop_position,34.6442969,135.4965462
merge::wikidata::Q126112,wikidata::Q126112,Minami-Tatsumi,南巽,node::12731312903,node/12731312903,S24,Q126112,,,stop,stop_position,34.6424907,135.5531358
merge::wikidata::Q126112,wikidata::Q126112,Minami-Tatsumi,南巽,node::538715734,node/538715734,S24,Q126112,,,stop,stop_position,34.6425052,135.5530849
merge::wikidata::Q126335,wikidata::Q126335,Kitakagaya,北加賀屋,node::537509959,node/537509959,Y20,Q126335,Osaka Metro,,stop,stop_position,34.6212875,135.4794184
merge::wikidata::Q126335,wikidata::Q126335,Kitakagaya,北加賀屋,node::8005451562,node/8005451562,Y20,Q126335,Osaka Metro,,stop,stop_position,34.6213305,135.4794095
merge::wikidata::Q126343,wikidata::Q126343,Higobashi,肥後橋,node::537510155,node/537510155,Y12,Q126343,Osaka Metro,,stop,stop_position,34.6914998,135.4963627
merge::wikidata::Q126343,wikidata::Q126343,Higobashi,肥後橋,node::7893338367,node/7893338367,Y12,Q126343,Osaka Metro,,stop,stop_position,34.691495,135.4963139
merge::wikidata::Q135181,wikidata::Q135181,Tsurumi-ryokuchi,鶴見緑地,node::538722148,node/538722148,N26,Q135181,Osaka Metro,,stop,stop_position,34.7109324,135.5806954
merge::wikidata::Q135181,wikidata::Q135181,Tsurumi-ryokuchi,鶴見緑地,node::7948033401,node/7948033401,N26,Q135181,Osaka Metro,,stop,stop_position,34.7109587,135.5806204
merge::wikidata::Q135184,wikidata::Q135184,Hirano,平野,node::536380901,node/536380901,T32,Q135184,Osaka Metro,,stop,stop_position,34.6212802,135.5485984
merge::wikidata::Q135184,wikidata::Q135184,Hirano,平野,node::8256784466,node/8256784466,T32,Q135184,Osaka Metro,,stop,stop_position,34.6212646,135.5485471
merge::wikidata::Q135186,wikidata::Q135186,Yokozutsumi,横堤,node::538722089,node/538722089,N25,Q135186,Osaka Metro,,stop,stop_position,34.7036117,135.5734194
merge::wikidata::Q135186,wikidata::Q135186,Yokozutsumi,横堤,node::7948033386,node/7948033386,N25,Q135186,Osaka Metro,,stop,stop_position,34.7036534,135.5734082
merge::wikidata::Q135196,wikidata::Q135196,Abeno,阿倍野,node::536381110,node/536381110,T28,Q135196,Osaka Metro,,stop,stop_position,34.6424824,135.512018
merge::wikidata::Q135196,wikidata::Q135196,Abeno,阿倍野,node::8256784521,node/8256784521,T28,Q135196,Osaka Metro,,stop,stop_position,34.6424929,135.5119649
merge::wikidata::Q135198,wikidata::Q135198,Komagawa-Nakano,駒川中野,node::536380877,node/536380877,T31,Q135198,Osaka Metro,,stop,stop_position,34.6216708,135.5325144
merge::wikidata::Q135198,wikidata::Q135198,Komagawa-Nakano,駒川中野,node::8256784487,node/8256784487,T31,Q135198,Osaka Metro,,stop,stop_position,34.6216265,135.5324965
merge::wikidata::Q135203,wikidata::Q135203,Tanabe,田辺,node::536380863,node/536380863,T30,Q135203,Osaka Metro,,stop,stop_position,34.6288002,135.5250317
merge::wikidata::Q135203,wikidata::Q135203,Tanabe,田辺,node::8256784498,node/8256784498,T30,Q135203,Osaka Metro,,stop,stop_position,34.6287747,135.5249873
merge::wikidata::Q135205,wikidata::Q135205,Osaka Business Park,大阪ビジネスパーク,node::538721710,node/538721710,N21,Q135205,Osaka Metro,,stop,stop_position,34.6924236,135.5295012
merge::wikidata::Q135205,wikidata::Q135205,Osaka Business Park,大阪ビジネスパーク,node::7948033342,node/7948033342,N21,Q135205,Osaka Metro,,stop,stop_position,34.6924039,135.5294491
merge::wikidata::Q135207,wikidata::Q135207,Kadoma-Minami,門真南,node::538722362,node/538722362,N27,Q135207,Osaka Metro,,stop,stop_position,34.7170398,135.5931108
merge::wikidata::Q135207,wikidata::Q135207,Kadoma-Minami,門真南,node::7948033417,node/7948033417,N27,Q135207,Osaka Metro,,stop,stop_position,34.7170733,135.5930846
merge::wikidata::Q135348,wikidata::Q135348,Imafuku-Tsurumi,今福鶴見,node::538721773,node/538721773,N24,Q135348,Osaka Metro,,stop,stop_position,34.7019495,135.5599007
merge::wikidata::Q135348,wikidata::Q135348,Imafuku-Tsurumi,今福鶴見,node::7948033374,node/7948033374,N24,Q135348,Osaka Metro,,stop,stop_position,34.7019967,135.5598873
merge::wikidata::Q151413,wikidata::Q151413,Deto,出戸,node::536380916,node/536380916,T34,Q151413,Osaka Metro,,stop,stop_position,34.60905,135.5652331
merge::wikidata::Q151413,wikidata::Q151413,Deto,出戸,node::8256784443,node/8256784443,T34,Q151413,Osaka Metro,,stop,stop_position,34.6090051,135.5652295
merge::wikidata::Q151508,wikidata::Q151508,Nagahara,長原,node::536380957,node/536380957,T35,Q151508,Osaka Metro,,stop,stop_position,34.6029066,135.573698
merge::wikidata::Q151508,wikidata::Q151508,Nagahara,長原,node::8256784426,node/8256784426,T35,Q151508,Osaka Metro,,stop,stop_position,34.6028996,135.573644
merge::wikidata::Q151539,wikidata::Q151539,Kire-Uriwari,喜連瓜破,node::536380931,node/536380931,T33,Q151539,Osaka Metro,,stop,stop_position,34.6092165,135.5513631
merge::wikidata::Q151539,wikidata::Q151539,Kire-Uriwari,喜連瓜破,node::8256784449,node/8256784449,T33,Q151539,Osaka Metro,,stop,stop_position,34.6091716,135.5513607
merge::wikidata::Q151767,wikidata::Q151767,Yao-Minami,八尾南,node::536381030,node/536381030,T36,Q151767,Osaka Metro,,stop,stop_position,34.5973754,135.5825224
merge::wikidata::Q151767,wikidata::Q151767,Yao-Minami,八尾南,node::8256777207,node/8256777207,T36,Q151767,Osaka Metro,,stop,stop_position,34.5972801,135.5825081
merge::wikidata::Q180469,wikidata::Q180469,Trade Center-mae,トレードセンター前,node::346493228,node/346493228,P10,Q180469,Osaka Metro,Osaka Metro,stop,stop_position,34.6387218,135.4121811
merge::wikidata::Q180469,wikidata::Q180469,Trade Center-mae,トレードセンター前,node::8729029273,node/8729029273,P10,Q180469,Osaka Metro,Osaka Metro,stop,stop_position,34.6386712,135.4121047
merge::wikidata::Q180497,wikidata::Q180497,Zuiko 4-chome,瑞光四丁目,node::12508282380,node/12508282380,,Q180497,Osaka Metro,,stop,stop_position,34.7522157,135.5445284
merge::wikidata::Q180497,wikidata::Q180497,Zuiko 4-chome,瑞光四丁目,node::538724645,node/538724645,,Q180497,Osaka Metro,,stop,stop_position,34.7522052,135.5445776
merge::wikidata::Q20023053,wikidata::Q20023053,Umeda,梅田,node::534134923,node/534134923,M16,Q20023053,Osaka Metro,大阪市営地下鉄御堂筋線,stop,stop_position,34.7034091,135.4975597
merge::wikidata::Q20023053,wikidata::Q20023053,Umeda,梅田,node::7811945042,node/7811945042,M16,Q20023053,Osaka Metro,大阪市営地下鉄御堂筋線,stop,stop_position,34.7034172,135.4976136
merge::wikidata::Q20080133,wikidata::Q20080133,Namba,なんば,node::534133830,node/534133830,M20,Q20080133,Osaka Metro,,stop,stop_position,34.6661576,135.5002425
merge::wikidata::Q20080133,wikidata::Q20080133,Namba,なんば,node::537510121,node/537510121,Y15,Q20080133,Osaka Metro,Osaka Metro四つ橋線,stop,stop_position,34.6663446,135.4976228
merge::wikidata::Q20080133,wikidata::Q20080133,Namba,なんば,node::7811945079,node/7811945079,M20,Q20080133,Osaka Metro,,stop,stop_position,34.6661554,135.5002995
merge::wikidata::Q20080133,wikidata::Q20080133,Namba,なんば,node::7893338379,node/7893338379,Y15,Q20080133,Osaka Metro,Osaka Metro四つ橋線,stop,stop_position,34.666319,135.4975716
merge::wikidata::Q2056658,wikidata::Q2056658,Senri-Chūō,千里中央,node::6734976278,node/6734976278,M08,Q2056658,,,stop,stop_position,34.8098942,135.495112
merge::wikidata::Q2056658,wikidata::Q2056658,Senri-Chūō,千里中央,node::7811945104,node/7811945104,M08,Q2056658,,,stop,stop_position,34.8098982,135.4949855
merge::wikidata::Q2066656,wikidata::Q2066656,Ebisucho,恵美須町,node::538718294,node/538718294,K18,Q2066656,,,stop,stop_position,34.6556032,135.5056325
merge::wikidata::Q2066656,wikidata::Q2066656,Ebisucho,恵美須町,node::8260808090,node/8260808090,K18,Q2066656,,,stop,stop_position,34.6555986,135.5056863
merge::wikidata::Q2084603,wikidata::Q2084603,Tengachaya,天下茶屋,node::538718233,node/538718233,K20,Q2084603,,,stop,stop_position,34.637686,135.4971083
merge::wikidata::Q2084603,wikidata::Q2084603,Tengachaya,天下茶屋,node::8260835841,node/8260835841,K20,Q2084603,,,stop,stop_position,34.6376745,135.4971668
merge::wikidata::Q2520333,wikidata::Q2520333,Nakatsu,中津,node::534135526,node/534135526,M15,Q2520333,Osaka Metro,,stop,stop_position,34.7110541,135.4968116
merge::wikidata::Q2520333,wikidata::Q2520333,Nakatsu,中津,node::7811945033,node/7811945033,M15,Q2520333,Osaka Metro,,stop,stop_position,34.711026,135.4968501
merge::wikidata::Q291023,wikidata::Q291023,Yotsubashi,四ツ橋,node::537510136,node/537510136,Y14,Q291023,Osaka Metro,,stop,stop_position,34.6740351,135.496782
merge::wikidata::Q291023,wikidata::Q291023,Yotsubashi,四ツ橋,node::7893381687,node/7893381687,Y14,Q291023,Osaka Metro,,stop,stop_position,34.6740381,135.4967318
merge::wikidata::Q29457,wikidata::Q29457,Fuminosato,文の里,node::536381080,node/536381080,T29,Q29457,Osaka Metro,,stop,stop_position,34.636174,135.5180147
merge::wikidata::Q29457,wikidata::Q29457,Fuminosato,文の里,node::8256784504,node/8256784504,T29,Q29457,Osaka Metro,,stop,stop_position,34.6361462,135.5179718
merge::wikidata::Q304193,wikidata::Q304193,Nishi-Nagahori,西長堀,node::538721465,node/538721465,N13,Q304193,Osaka Metro,,stop,stop_position,34.6756856,135.4869091
merge::wikidata::Q304193,wikidata::Q304193,Nishi-Nagahori,西長堀,node::7948009768,node/7948009768,N13,Q304193,Osaka Metro,,stop,stop_position,34.6757278,135.4869076
merge::wikidata::Q4784030,wikidata::Q4784030,Aramoto,荒本,node::4451970055,node/4451970055,C24,Q4784030,近畿日本鉄道,,stop,stop_position,34.678583,135.604899
merge::wikidata::Q4784030,wikidata::Q4784030,Aramoto,荒本,node::7956414221,node/7956414221,C24,Q4784030,近畿日本鉄道,,stop,stop_position,34.678627,135.6048978
merge::wikidata::Q5517679,wikidata::Q5517679,Gakken-Nara-Tomigaoka,学研奈良登美ヶ丘,node::7956414209,node/7956414209,C30,Q5517679,近畿日本鉄道,近畿日本鉄道けいはんな線,stop,stop_position,34.7264941,135.752186
merge::wikidata::Q5517679,wikidata::Q5517679,Gakken-Nara-Tomigaoka,学研奈良登美ヶ丘,node::7956414210,node/7956414210,C30,Q5517679,近畿日本鉄道,近畿日本鉄道けいはんな線,stop,stop_position,34.7266192,135.7521799
merge::wikidata::Q59341,wikidata::Q59341,Momoyamadai,桃山台,node::359799583,node/359799583,M09,Q59341,,,stop,stop_position,34.7931201,135.497377
merge::wikidata::Q59341,wikidata::Q59341,Momoyamadai,桃山台,node::7811945105,node/7811945105,M09,Q59341,,,stop,stop_position,34.7931051,135.4972611
merge::wikidata::Q59455,wikidata::Q59455,Ryokuchi-kōen,緑地公園,node::359799758,node/359799758,,Q59455,,,stop,stop_position,34.7754202,135.4954007
merge::wikidata::Q59455,wikidata::Q59455,Ryokuchi-kōen,緑地公園,node::7811945107,node/7811945107,,Q59455,,,stop,stop_position,34.7754251,135.4953576
merge::wikidata::Q5996117,wikidata::Q5996117,Ikoma,生駒,node::7956414213,node/7956414213,C27,Q5996117,,,stop,stop_position,34.6932723,135.6980818
merge::wikidata::Q5996117,wikidata::Q5996117,Ikoma,生駒,node::7956414214,node/7956414214,C27,Q5996117,,,stop,stop_position,34.6933716,135.6980683
merge::wikidata::Q666822,wikidata::Q666822,Dome-mae Chiyozaki,ドーム前千代崎,node::538721427,node/538721427,N12,Q666822,Osaka Metro,,stop,stop_position,34.6714438,135.4795155
merge::wikidata::Q666822,wikidata::Q666822,Dome-mae Chiyozaki,ドーム前千代崎,node::7948009754,node/7948009754,N12,Q666822,Osaka Metro,,stop,stop_position,34.6714613,135.4794668
merge::wikidata::Q681742,wikidata::Q681742,Dainichi,大日,node::536383273,node/536383273,T11,Q681742,Osaka Metro,,stop,stop_position,34.7498446,135.5787996
merge::wikidata::Q681742,wikidata::Q681742,Dainichi,大日,node::8256784578,node/8256784578,T11,Q681742,Osaka Metro,,stop,stop_position,34.7498774,135.578761
merge::wikidata::Q7498268,wikidata::Q7498268,Shiraniwadai,白庭台,node::4451876477,node/4451876477,C28,Q7498268,近畿日本鉄道,,stop,stop_position,34.7210103,135.7168012
merge::wikidata::Q7498268,wikidata::Q7498268,Shiraniwadai,白庭台,node::538727444,node/538727444,C28,Q7498268,近畿日本鉄道,,stop,stop_position,34.7210306,135.7167792
merge::wikidata::Q8055962,wikidata::Q8055962,Yoshita,吉田,node::7956414218,node/7956414218,C25,Q8055962,近畿日本鉄道,,stop,stop_position,34.6802493,135.6230088
merge::wikidata::Q8055962,wikidata::Q8055962,Yoshita,吉田,node::7956414219,node/7956414219,C25,Q8055962,近畿日本鉄道,,stop,stop_position,34.6802873,135.6230041
merge::wikidata::Q8055973,wikidata::Q8055973,Gakken-Kita-Ikoma,学研北生駒,node::7956414211,node/7956414211,C29,Q8055973,近畿日本鉄道,,stop,stop_position,34.7248341,135.7232261
merge::wikidata::Q8055973,wikidata::Q8055973,Gakken-Kita-Ikoma,学研北生駒,node::7956414212,node/7956414212,C29,Q8055973,近畿日本鉄道,,stop,stop_position,34.7248154,135.7232483
merge::wikidata::Q83600,wikidata::Q83600,Higashi-Umeda,東梅田,node::536381581,node/536381581,T20,Q83600,Osaka Metro,,stop,stop_position,34.7005975,135.4998423
merge::wikidata::Q83600,wikidata::Q83600,Higashi-Umeda,東梅田,node::8256784392,node/8256784392,T20,Q83600,Osaka Metro,,stop,stop_position,34.7005887,135.4997884
merge::wikidata::Q83601,wikidata::Q83601,Nakazakicho,中崎町,node::536381961,node/536381961,T19,Q83601,Osaka Metro,Osaka Metro谷町線,stop,stop_position,34.7072106,135.5056426
merge::wikidata::Q83601,wikidata::Q83601,Nakazakicho,中崎町,node::8256784405,node/8256784405,T19,Q83601,Osaka Metro,Osaka Metro谷町線,stop,stop_position,34.7072428,135.5056046
merge::wikidata::Q83603,wikidata::Q83603,Shitannoji-mae Yuhigaoka,四天王寺前夕陽ヶ丘,node::536381513,node/536381513,T26,Q83603,Osaka Metro,,stop,stop_position,34.6588133,135.5142748
merge::wikidata::Q83603,wikidata::Q83603,Shitannoji-mae Yuhigaoka,四天王寺前夕陽ヶ丘,node::8256784539,node/8256784539,T26,Q83603,Osaka Metro,,stop,stop_position,34.6588196,135.5142208
merge::wikidata::Q83604,wikidata::Q83604,Miyakojima,都島,node::536382242,node/536382242,T17,Q83604,Osaka Metro,,stop,stop_position,34.7089478,135.5258614
merge::wikidata::Q83604,wikidata::Q83604,Miyakojima,都島,node::8256784325,node/8256784325,T17,Q83604,Osaka Metro,,stop,stop_position,34.708993,135.5258559
merge::wikidata::Q83605,wikidata::Q83605,Sembayashi-Omiya,千林大宮,node::536382857,node/536382857,T14,Q83605,Osaka Metro,,stop,stop_position,34.7242152,135.549279
merge::wikidata::Q83605,wikidata::Q83605,Sembayashi-Omiya,千林大宮,node::8256784354,node/8256784354,T14,Q83605,Osaka Metro,,stop,stop_position,34.7242281,135.5492267
merge::wikidata::Q83606,wikidata::Q83606,Sekime-Takadono,関目高殿,node::536382688,node/536382688,T15,Q83606,Osaka Metro,,stop,stop_position,34.7153142,135.5458363
merge::wikidata::Q83606,wikidata::Q83606,Sekime-Takadono,関目高殿,node::8256784347,node/8256784347,T15,Q83606,Osaka Metro,,stop,stop_position,34.7153528,135.5458083
merge::wikidata::Q83607,wikidata::Q83607,Noe-Uchindai,野江内代,node::536382450,node/536382450,T16,Q83607,Osaka Metro,,stop,stop_position,34.7093749,135.5385999
merge::wikidata::Q83607,wikidata::Q83607,Noe-Uchindai,野江内代,node::8256784337,node/8256784337,T16,Q83607,Osaka Metro,,stop,stop_position,34.709411,135.5385567
merge::wikidata::Q83608,wikidata::Q83608,Moriguchi,守口,node::536383193,node/536383193,T12,Q83608,Osaka Metro,,stop,stop_position,34.7384473,135.5644017
merge::wikidata::Q83608,wikidata::Q83608,Moriguchi,守口,node::8256784369,node/8256784369,T12,Q83608,Osaka Metro,,stop,stop_position,34.7384796,135.5643638
merge::wikidata::Q843811,wikidata::Q843811,Ogimachi,扇町,node::538718392,node/538718392,,Q843811,Osaka Metro,大阪市営地下鉄堺筋線,stop,stop_position,34.704475,135.5108165
merge::wikidata::Q843811,wikidata::Q843811,Ogimachi,扇町,node::8260835838,node/8260835838,,Q843811,Osaka Metro,大阪市営地下鉄堺筋線,stop,stop_position,34.7044749,135.5108719
merge::wikidata::Q949884,wikidata::Q949884,Imazato,今里,node::12508256193,node/12508256193,I21,Q949884,Osaka Metro,,stop,stop_position,34.6701679,135.5430271
merge::wikidata::Q949884,wikidata::Q949884,Imazato,今里,node::538724115,node/538724115,I21,Q949884,Osaka Metro,,stop,stop_position,34.670162,135.5430853
